date,socmed,mean_cases,mean_deaths,mean_vaxxed,mean_dose1,mean_cases_adj,mean_deaths_adj,mean_compvax_adj,mean_dose1_adj
2020-08-19,Twitter but no Facebook,3517.4045801526718,103.66412213740458,0,0,0.012472637505134264,2.6154376993024216e-4,0,0
2020-08-20,Facebook but no Twitter,1104.6112759643918,30.706231454005934,0,0,0.012947890332182506,2.9605517817834776e-4,0,0
2020-08-20,Both Facebook and Twitter,3578.471544715447,92.00542005420054,0,0,0.011825152665775721,2.827202925461216e-4,0,0
2020-08-20,No Facebook or Twitter,783.8325892857143,29.6875,0,0,0.013631098800876708,3.3502171146313e-4,0,0
2020-08-20,Twitter but no Facebook,3549.5725190839694,104.27480916030534,0,0,0.012638342841967388,2.644232678506506e-4,0,0
2020-08-21,Facebook but no Twitter,1115.0044510385758,30.985163204747774,0,0,0.013126741170301524,3.00985712785641e-4,0,0
2020-08-21,Both Facebook and Twitter,3609.1639566395665,92.72086720867209,0,0,0.011967565465638744,2.850861572248748e-4,0,0
2020-08-21,No Facebook or Twitter,791.3404017857143,29.892857142857142,0,0,0.0138604824272885,3.42915020303145e-4,0,0
2020-08-21,Twitter but no Facebook,3578.4656488549617,104.80152671755725,0,0,0.012795601926907397,2.677556354266922e-4,0,0
2020-08-22,Facebook but no Twitter,1124.2069732937684,31.162462908011868,0,0,0.0132747395883558,3.043550630030482e-4,0,0
2020-08-22,Both Facebook and Twitter,3638.210027100271,93.40785907859079,0,0,0.012100450356632465,2.874159290730255e-4,0,0
2020-08-22,No Facebook or Twitter,797.3861607142857,30.033482142857142,0,0,0.01404030369875022,3.4731878557759993e-4,0,0
2020-08-22,Twitter but no Facebook,3612.4885496183206,105.27480916030534,0,0,0.01297510812854176,2.693490517728287e-4,0,0
2020-08-23,Facebook but no Twitter,1131.3657270029673,31.258160237388726,0,0,0.013381780926999402,3.059717253445044e-4,0,0
2020-08-23,Both Facebook and Twitter,3658.4444444444443,93.66666666666667,0,0,0.012178003041181653,2.8861456328250546e-4,0,0
2020-08-23,No Facebook or Twitter,801.6328125,30.123883928571427,0,0,0.014141839957697215,3.497871364795802e-4,0,0
2020-08-23,Twitter but no Facebook,3635.93893129771,105.45038167938931,0,0,0.013092835007520861,2.7081825691223057e-4,0,0
2020-08-24,Facebook but no Twitter,1137.2992592592593,31.314074074074075,0,0,0.01347602562200643,3.0698144386640696e-4,0,0
2020-08-24,Both Facebook and Twitter,3687.00135501355,94.02981029810299,0,0,0.012326507985255137,2.89931221798226e-4,0,0
2020-08-24,No Facebook or Twitter,806.5502232142857,30.194196428571427,0,0,0.014270179375286357,3.517526778940892e-4,0,0
2020-08-24,Twitter but no Facebook,3662.4885496183206,105.58015267175573,0,0,0.013243127103291227,2.7226496421235827e-4,0,0
2020-08-25,Facebook but no Twitter,1145.194074074074,31.562962962962963,0,0,0.013606111618380903,3.117567447240729e-4,0,0
2020-08-25,Both Facebook and Twitter,3713.731707317073,94.81842818428184,0,0,0.01247368282948729,2.9326533083097147e-4,0,0
2020-08-25,No Facebook or Twitter,812.4095982142857,30.417410714285715,0,0,0.014450797819258251,3.577729704176247e-4,0,0
2020-08-25,Twitter but no Facebook,3686.679389312977,106.12977099236642,0,0,0.013348556494992912,2.7479363771368704e-4,0,0
2020-08-26,Facebook but no Twitter,1155.0585185185184,31.820740740740742,0,0,0.013784209528731021,3.165394599080479e-4,0,0
2020-08-26,Both Facebook and Twitter,3736.848443843031,95.49255751014886,0,0,0.012605464463260267,2.9642992073464246e-4,0,0
2020-08-26,No Facebook or Twitter,818.7790178571429,30.580357142857142,0,0,0.014629077996051343,3.6373589376663927e-4,0,0
2020-08-26,Twitter but no Facebook,3720.8702290076335,106.74045801526718,0,0,0.013529485771327654,2.774827031742466e-4,0,0
2020-08-27,Facebook but no Twitter,1165.057037037037,32.07925925925926,0,0,0.013955735021387333,3.208808413875351e-4,0,0
2020-08-27,Both Facebook and Twitter,3759.8837837837837,96.06756756756756,0,0,0.012747362900501722,2.984502026195764e-4,0,0
2020-08-27,No Facebook or Twitter,826.0145089285714,30.770089285714285,0,0,0.01484013930399251,3.679976066928593e-4,0,0
2020-08-27,Twitter but no Facebook,3749.1984732824426,107.33587786259542,0,0,0.01369622752037868,2.8176477091841363e-4,0,0
2020-08-28,Facebook but no Twitter,1174.9977777777779,32.28740740740741,0,0,0.014130972734791192,3.245462087592017e-4,0,0
2020-08-28,Both Facebook and Twitter,3788.8594594594597,96.72702702702702,0,0,0.012898181121589521,3.021336411219841e-4,0,0
2020-08-28,No Facebook or Twitter,832.9854910714286,30.926339285714285,0,0,0.015029079873922681,3.716934605256272e-4,0,0
2020-08-28,Twitter but no Facebook,3779.740458015267,107.87786259541984,0,0,0.013866147178416971,2.8609396996190486e-4,0,0
2020-08-29,Facebook but no Twitter,1185.065185185185,32.48,0,0,0.014296289607617045,3.2794933797188275e-4,0,0
2020-08-29,Both Facebook and Twitter,3815.7837837837837,97.27567567567567,0,0,0.013031945906163151,3.0537740330565234e-4,0,0
2020-08-29,No Facebook or Twitter,839.8727678571429,31.083705357142858,0,0,0.01520523571063745,3.767910996908656e-4,0,0
2020-08-29,Twitter but no Facebook,3807.412213740458,108.30534351145039,0,0,0.014011834318618816,2.87678936091155e-4,0,0
2020-08-30,Facebook but no Twitter,1192.9051851851852,32.565185185185186,0,0,0.014421798022610694,3.293487783829449e-4,0,0
2020-08-30,Both Facebook and Twitter,3835.7405405405407,97.49324324324324,0,0,0.01311962836029006,3.0609529000874e-4,0,0
2020-08-30,No Facebook or Twitter,844.5758928571429,31.151785714285715,0,0,0.01534774553719836,3.7854315158763715e-4,0,0
2020-08-30,Twitter but no Facebook,3830.664122137405,108.52671755725191,0,0,0.014128424085345693,2.891067794567919e-4,0,0
2020-08-31,Facebook but no Twitter,1200.1222222222223,32.68222222222222,0,0,0.014541309755273445,3.3164351438800925e-4,0,0
2020-08-31,Both Facebook and Twitter,3859.8310810810813,97.7945945945946,0,0,0.013228087390769102,3.074923636844882e-4,0,0
2020-08-31,No Facebook or Twitter,849.7700892857143,31.236607142857142,0,0,0.015496843301926176,3.805557989623889e-4,0,0
2020-08-31,Twitter but no Facebook,3855.5954198473282,108.69465648854961,0,0,0.014273585766619822,2.916126297880439e-4,0,0
2020-09-01,Facebook but no Twitter,1210.4859259259258,32.96740740740741,0,0,0.014677897377846916,3.3537797078723997e-4,0,0
2020-09-01,Both Facebook and Twitter,3887.310810810811,98.42027027027027,0,0,0.013366260246008241,3.114488238272031e-4,0,0
2020-09-01,No Facebook or Twitter,855.6674107142857,31.391741071428573,0,0,0.015663529927709308,3.8588117775645845e-4,0,0
2020-09-01,Twitter but no Facebook,3884.267175572519,109.30534351145039,0,0,0.014427744781903996,2.9458142659790704e-4,0,0
2020-09-02,Facebook but no Twitter,1218.8414814814814,33.194074074074074,0,0,0.014845533219077741,3.3961050281259555e-4,0,0
2020-09-02,Both Facebook and Twitter,3909.731081081081,99.1445945945946,0,0,0.013508901235345176,3.139449553988228e-4,0,0
2020-09-02,No Facebook or Twitter,854.8370535714286,31.552455357142858,0,0,0.01585056344296044,3.900683538824721e-4,0,0
2020-09-02,Twitter but no Facebook,3915.1221374045804,109.94656488549619,0,0,0.014585157782971009,2.996327029115722e-4,0,0
2020-09-03,Facebook but no Twitter,1229.0481481481481,33.40296296296296,0,0,0.01502256079403409,3.4250181932506053e-4,0,0
2020-09-03,Both Facebook and Twitter,3937.7945945945944,99.90675675675676,0,0,0.013669615655057685,3.163877114911969e-4,0,0
2020-09-03,No Facebook or Twitter,861.4832589285714,31.706473214285715,0,0,0.01604944784305759,3.938247227457639e-4,0,0
2020-09-03,Twitter but no Facebook,3947.022900763359,110.56488549618321,0,0,0.014771234712689006,3.0273002922090523e-4,0,0
2020-09-04,Facebook but no Twitter,1242.3474074074074,33.611111111111114,0,0,0.015247196077903348,3.4600753488961357e-4,0,0
2020-09-04,Both Facebook and Twitter,3968.6783783783785,100.58108108108108,0,0,0.013833627072185791,3.199593987374983e-4,0,0
2020-09-04,No Facebook or Twitter,869.6037946428571,31.847098214285715,0,0,0.016300321054544393,3.974433370531152e-4,0,0
2020-09-04,Twitter but no Facebook,4003.2519083969464,110.92366412213741,0,0,0.015080493372357744,3.055631195279422e-4,0,0
2020-09-05,Facebook but no Twitter,1251.6503703703704,33.782222222222224,0,0,0.015402449831772117,3.484942460594034e-4,0,0
2020-09-05,Both Facebook and Twitter,3994.2608108108107,100.98108108108109,0,0,0.01395445678990298,3.219079492387513e-4,0,0
2020-09-05,No Facebook or Twitter,875.6640625,31.991071428571427,0,0,0.016470921561605855,4.012782495367675e-4,0,0
2020-09-05,Twitter but no Facebook,4035.6030534351144,111.29007633587786,0,0,0.01526302581308289,3.0774542306364553e-4,0,0
2020-09-06,Facebook but no Twitter,1259.0266666666666,33.89037037037037,0,0,0.015518908620255973,3.5058912290679087e-4,0,0
2020-09-06,Both Facebook and Twitter,4011.798648648649,101.18378378378378,0,0,0.014043918579828481,3.2282070673722075e-4,0,0
2020-09-06,No Facebook or Twitter,879.9877232142857,32.081473214285715,0,0,0.016583168479620016,4.045918138882144e-4,0,0
2020-09-06,Twitter but no Facebook,4055.2442748091603,111.44274809160305,0,0,0.015364788077279397,3.08764312049599e-4,0,0
2020-09-07,Facebook but no Twitter,1265.1955555555555,33.94518518518519,0,0,0.015614506985534073,3.5145087710587784e-4,0,0
2020-09-07,Both Facebook and Twitter,4026.1486486486488,101.32702702702703,0,0,0.014121141956143984,3.232310228759567e-4,0,0
2020-09-07,No Facebook or Twitter,883.265625,32.136160714285715,0,0,0.01666968980201135,4.0604256236875114e-4,0,0
2020-09-07,Twitter but no Facebook,4071.8091603053435,111.54961832061069,0,0,0.015439215504726685,3.0934226844579754e-4,0,0
2020-09-08,Facebook but no Twitter,1271.4577777777777,34.038518518518515,0,0,0.01570331623410559,3.5269738338704283e-4,0,0
2020-09-08,Both Facebook and Twitter,4044.8554054054052,101.66216216216216,0,0,0.014242367363423089,3.253811409127727e-4,0,0
2020-09-08,No Facebook or Twitter,886.5602678571429,32.185267857142854,0,0,0.016761009893812805,4.070674082963295e-4,0,0
2020-09-08,Twitter but no Facebook,4095.885496183206,111.72519083969466,0,0,0.015584395369833276,3.1099326723027206e-4,0,0
2020-09-09,Facebook but no Twitter,1279.2644444444445,34.31777777777778,0,0,0.01584012901925783,3.56900204861775e-4,0,0
2020-09-09,Both Facebook and Twitter,4065.0824324324326,102.42972972972973,0,0,0.014365726255916296,3.305671491746955e-4,0,0
2020-09-09,No Facebook or Twitter,891.2845982142857,32.338169642857146,0,0,0.01689215172214025,4.1030713909145564e-4,0,0
2020-09-09,Twitter but no Facebook,4122.404580152672,112.29770992366412,0,0,0.015713770428708498,3.153012683115159e-4,0,0
2020-09-10,Facebook but no Twitter,1287.9725925925925,34.556296296296296,0,0,0.015991016617018586,3.6070733200198736e-4,0,0
2020-09-10,Both Facebook and Twitter,4083.0607287449393,102.77732793522267,0,0,0.014479236487868948,3.3219032115898363e-4,0,0
2020-09-10,No Facebook or Twitter,895.0713489409142,32.46934225195095,0,0,0.01702112038214331,4.1531088993620275e-4,0,0
2020-09-10,Twitter but no Facebook,4149.419847328244,112.83206106870229,0,0,0.015885553454476963,3.1873650653429397e-4,0,0
2020-09-11,Facebook but no Twitter,1299.9822222222222,34.851851851851855,0,0,0.01620386128689298,3.663520878593892e-4,0,0
2020-09-11,Both Facebook and Twitter,4110.016194331984,103.5425101214575,0,0,0.014635568524401767,3.355540500490636e-4,0,0
2020-09-11,No Facebook or Twitter,902.2073578595317,32.644370122630995,0,0,0.017245199400328003,4.228665429374161e-4,0,0
2020-09-11,Twitter but no Facebook,4178.5496183206105,113.41984732824427,0,0,0.01605747470501561,3.219848665042292e-4,0,0
2020-09-12,Facebook but no Twitter,1309.611851851852,35.02962962962963,0,0,0.016362878876045844,3.6900286320278855e-4,0,0
2020-09-12,Both Facebook and Twitter,4132.628879892038,103.9055330634278,0,0,0.014767699892348432,3.3695295490401535e-4,0,0
2020-09-12,No Facebook or Twitter,908.1382385730212,32.759197324414714,0,0,0.017440266646178256,4.2593077050929535e-4,0,0
2020-09-12,Twitter but no Facebook,4207.320610687023,113.95419847328245,0,0,0.016230484224690766,3.2507040167990456e-4,0,0
2020-09-13,Facebook but no Twitter,1317.28,35.117037037037036,0,0,0.016491903363683207,3.7100223178483356e-4,0,0
2020-09-13,Both Facebook and Twitter,4151.443994601889,104.13225371120107,0,0,0.014855983621999807,3.378448233296573e-4,0,0
2020-09-13,No Facebook or Twitter,913.0702341137123,32.84169453734671,0,0,0.01757378325303458,4.28444442029606e-4,0,0
2020-09-13,Twitter but no Facebook,4237.801526717557,114.22900763358778,0,0,0.01635056942082178,3.261035348937555e-4,0,0
2020-09-14,Facebook but no Twitter,1326.134074074074,35.236296296296295,0,0,0.016638793107346003,3.7294847688927005e-4,0,0
2020-09-14,Both Facebook and Twitter,4173.875843454791,104.39271255060729,0,0,0.014973073445044815,3.3858270717876697e-4,0,0
2020-09-14,No Facebook or Twitter,917.4804905239688,32.90858416945373,0,0,0.017689587041158045,4.3060930729136107e-4,0,0
2020-09-14,Twitter but no Facebook,4261.175572519084,114.37404580152672,0,0,0.016489023759634354,3.2798093041391314e-4,0,0
2020-09-15,Facebook but no Twitter,1334.3762962962962,35.543703703703706,0,0,0.01677996888167239,3.791621741418761e-4,0,0
2020-09-15,Both Facebook and Twitter,4198.898785425101,105.11875843454791,0,0,0.015106690996380557,3.4326155139221756e-4,0,0
2020-09-15,No Facebook or Twitter,923.1917502787068,33.16164994425864,0,0,0.017871797719786812,4.375602275812834e-4,0,0
2020-09-15,Twitter but no Facebook,4283.618320610687,114.91603053435115,0,0,0.016617196892757757,3.3040330238538914e-4,0,0
2020-09-16,Facebook but no Twitter,1343.8644444444444,35.775555555555556,0,0,0.016956841162148642,3.8478844911699685e-4,0,0
2020-09-16,Both Facebook and Twitter,4222.109311740891,105.73684210526316,0,0,0.015254752564807263,3.4668358636180647e-4,0,0
2020-09-16,No Facebook or Twitter,928.3051224944321,33.28285077951002,0,0,0.0180640079531387,4.4164700658429765e-4,0,0
2020-09-16,Twitter but no Facebook,4311.908396946565,115.49618320610686,0,0,0.016794092396138056,3.3299554838708237e-4,0,0
2020-09-17,Facebook but no Twitter,1354.0185185185185,35.95851851851852,0,0,0.017142378320067656,3.8801073384604523e-4,0,0
2020-09-17,Both Facebook and Twitter,4250.269905533063,106.27260458839406,0,0,0.015416793190820796,3.497473137305672e-4,0,0
2020-09-17,No Facebook or Twitter,934.8162583518931,33.41870824053452,0,0,0.018281391703175057,4.458091779149183e-4,0,0
2020-09-17,Twitter but no Facebook,4341.267175572519,115.98473282442748,0,0,0.016996433212018963,3.374895676676658e-4,0,0
2020-09-18,Facebook but no Twitter,1365.4837037037037,36.19851851851852,0,0,0.017373695045927964,3.918616551999599e-4,0,0
2020-09-18,Both Facebook and Twitter,4280.669365721998,106.82995951417004,0,0,0.01559919787598381,3.522441986455823e-4,0,0
2020-09-18,No Facebook or Twitter,940.6804008908686,33.54899777282851,0,0,0.018510162577283492,4.5008992335637517e-4,0,0
2020-09-18,Twitter but no Facebook,4371.770992366412,116.45038167938931,0,0,0.01721673887719532,3.408290869662365e-4,0,0
2020-09-19,Facebook but no Twitter,1374.7251851851852,36.35333333333333,0,0,0.017553749287961398,3.9429211519577927e-4,0,0
2020-09-19,Both Facebook and Twitter,4304.748987854251,107.23211875843455,0,0,0.015744856908101925,3.540544398332098e-4,0,0
2020-09-19,No Facebook or Twitter,947.0590200445434,33.68819599109131,0,0,0.018732499094690106,4.541009312784848e-4,0,0
2020-09-19,Twitter but no Facebook,4400.427480916031,116.7175572519084,0,0,0.017371125197656927,3.4388723437111607e-4,0,0
2020-09-20,Facebook but no Twitter,1383.0340740740742,36.42,0,0,0.017706859099677796,3.950280590552689e-4,0,0
2020-09-20,Both Facebook and Twitter,4324.143049932523,107.32523616734143,0,0,0.015839603646701454,3.548643360074401e-4,0,0
2020-09-20,No Facebook or Twitter,951.9688195991091,33.720489977728285,0,0,0.018880179466679487,4.548771371165733e-4,0,0
2020-09-20,Twitter but no Facebook,4437.656488549618,116.85496183206106,0,0,0.01749663874751472,3.4591313190974993e-4,0,0
2020-09-21,Facebook but no Twitter,1391.391851851852,36.51481481481481,0,0,0.017866329629566687,3.979842549297681e-4,0,0
2020-09-21,Both Facebook and Twitter,4364.588394062078,107.60998650472335,0,0,0.015968595588317983,3.5669241565470665e-4,0,0
2020-09-21,No Facebook or Twitter,962.0645879732739,33.76503340757238,0,0,0.019204647415002548,4.5567024360453697e-4,0,0
2020-09-21,Twitter but no Facebook,4461.8702290076335,117.07633587786259,0,0,0.017665763351075996,3.4786780431608685e-4,0,0
2020-09-22,Facebook but no Twitter,1401.1014814814814,36.74296296296296,0,0,0.018032580427464605,4.0168089925534187e-4,0,0
2020-09-22,Both Facebook and Twitter,4384.761133603239,108.19433198380567,0,0,0.016097212191019814,3.5989162552784083e-4,0,0
2020-09-22,No Facebook or Twitter,968.1648106904231,33.919821826280625,0,0,0.019429333438060834,4.639490297634407e-4,0,0
2020-09-22,Twitter but no Facebook,4484.152671755725,117.5114503816794,0,0,0.01781151842871679,3.526123492773756e-4,0,0
2020-09-23,Facebook but no Twitter,1411.368148148148,37.01111111111111,0,0,0.0182298843278836,4.0647223782904683e-4,0,0
2020-09-23,Both Facebook and Twitter,4408.155195681511,108.8663967611336,0,0,0.016260106978359366,3.6338713255214874e-4,0,0
2020-09-23,No Facebook or Twitter,974.04783092324806,34.02780867630701,0,0,0.019658750517956822,4.6714171868057037e-4,0,0
2020-09-23,Twitter but no Facebook,4515.282442748092,118.12977099236642,0,0,0.018035581461105718,3.553438095213653e-4,0,0
2020-09-24,Facebook but no Twitter,1420.5159141376757,37.18652849740933,0,0,0.01840700196452387,4.0943056339118783e-4,0,0
2020-09-24,Both Facebook and Twitter,4434.182186234818,109.41160593792172,0,0,0.016417862692210992,3.6656153298385974e-4,0,0
2020-09-24,No Facebook or Twitter,979.9588888888889,34.11222222222222,0,0,0.019875696474430958,4.707189232302202e-4,0,0
2020-09-24,Twitter but no Facebook,4545.305343511451,118.68702290076335,0,0,0.018228178424007695,3.587729704647494e-4,0,0
2020-09-25,Facebook but no Twitter,1434.1302738712066,37.354552183567726,0,0,0.0186630143665076,4.122987886325113e-4,0,0
2020-09-25,Both Facebook and Twitter,4458.750673854447,109.8544474393531,0,0,0.016603948696883152,3.687941268977912e-4,0,0
2020-09-25,No Facebook or Twitter,988.2522222222223,34.23444444444444,0,0,0.020146042523188308,4.759187256861219e-4,0,0
2020-09-25,Twitter but no Facebook,4578.740458015267,119.1145038167939,0,0,0.018446363482368153,3.6364490524310193e-4,0,0
2020-09-26,Facebook but no Twitter,1444.339748334567,37.53367875647668,0,0,0.01885073848885949,4.154329701581264e-4,0,0
2020-09-26,Both Facebook and Twitter,4482.102425876011,110.2654986522911,0,0,0.01673895180896142,3.709548881170683e-4,0,0
2020-09-26,No Facebook or Twitter,995.7866666666666,34.4,0,0,0.020417135538038048,4.826089453844925e-4,0,0
2020-09-26,Twitter but no Facebook,4606.6488549618325,119.56488549618321,0,0,0.018627880473009464,3.669929953127149e-4,0,0
2020-09-27,Facebook but no Twitter,1452.2546262028127,37.590673575129536,0,0,0.019006429575632526,4.166600072765089e-4,0,0
2020-09-27,Both Facebook and Twitter,4502.438005390835,110.3989218328841,0,0,0.016847790123989993,3.7183193807522577e-4,0,0
2020-09-27,No Facebook or Twitter,1000.97,34.467777777777776,0,0,0.020575968193147446,4.850174894945659e-4,0,0
2020-09-27,Twitter but no Facebook,4647.916030534351,119.68702290076335,0,0,0.0187697955418247,3.672380872607777e-4,0,0
2020-09-28,Facebook but no Twitter,1460.581051073279,37.66617320503331,0,0,0.01917182527725586,4.18286033665357e-4,0,0
2020-09-28,Both Facebook and Twitter,4524.38948787062,110.59973045822102,0,0,0.017023851475732883,3.732882770731199e-4,0,0
2020-09-28,No Facebook or Twitter,1005.9944444444444,34.528888888888886,0,0,0.020723886123249782,4.870872956945084e-4,0,0
2020-09-28,Twitter but no Facebook,4673.396946564885,119.93129770992367,0,0,0.018940521600001987,3.7039026337805565e-4,0,0
2020-09-29,Facebook but no Twitter,1470.1028867505552,37.89415247964471,0,0,0.019330100240877224,4.2222823068998987e-4,0,0
2020-09-29,Both Facebook and Twitter,4548.950134770889,111.16307277628033,0,0,0.017193210097511902,3.782186025656301e-4,0,0
2020-09-29,No Facebook or Twitter,1013.6833333333333,34.66777777777778,0,0,0.020960523970233746,4.919460960017821e-4,0,0
2020-09-29,Twitter but no Facebook,4701.419847328244,120.34351145038168,0,0,0.019095334742023042,3.7407003750098474e-4,0,0
2020-09-30,Facebook but no Twitter,1480.3168023686158,38.15173945225759,0,0,0.01954579566790489,4.2689044729798357e-4,0,0
2020-09-30,Both Facebook and Twitter,4572.407008086253,111.69272237196766,0,0,0.017384728846461226,3.8039977846877313e-4,0,0
2020-09-30,No Facebook or Twitter,1019.8377777777778,34.81444444444445,0,0,0.02117551371378464,4.97501974127558e-4,0,0
2020-09-30,Twitter but no Facebook,4734.732824427481,121.05343511450381,0,0,0.01930323634886431,3.7937004523756307e-4,0,0
2020-10-01,Facebook but no Twitter,1491.2301998519615,38.347150259067355,0,0,0.019758835400609815,4.3182435424735295e-4,0,0
2020-10-01,Both Facebook and Twitter,4598.649595687331,112.22641509433963,0,0,0.01755671179341861,3.839869380751307e-4,0,0
2020-10-01,No Facebook or Twitter,1027.6866666666667,34.96333333333333,0,0,0.02143774073055456,5.050659775162248e-4,0,0
2020-10-01,Twitter but no Facebook,4764.557251908397,121.46564885496183,0,0,0.019530790245906624,3.8242639421599476e-4,0,0
2020-10-02,Facebook but no Twitter,1503.516654330126,38.538119911176906,0,0,0.020012256895205544,4.356929475995417e-4,0,0
2020-10-02,Both Facebook and Twitter,4630.8355795148245,112.74258760107817,0,0,0.017780540624352827,3.8682719325794417e-4,0,0
2020-10-02,No Facebook or Twitter,1036.1277777777777,35.10333333333333,0,0,0.02171495853191816,5.096711793838237e-4,0,0
2020-10-02,Twitter but no Facebook,4794.587786259542,121.92366412213741,0,0,0.019728234088751982,3.848173111580457e-4,0,0
2020-10-03,Facebook but no Twitter,1515.2472242783124,38.697261287934865,0,0,0.020237521554165045,4.386982793504964e-4,0,0
2020-10-03,Both Facebook and Twitter,4657.522911051213,113.16711590296497,0,0,0.017943581139266845,3.8929467451964195e-4,0,0
2020-10-03,No Facebook or Twitter,1043.5266666666666,35.22888888888889,0,0,0.021955930714367196,5.158977759796228e-4,0,0
2020-10-03,Twitter but no Facebook,4824.885496183206,122.31297709923665,0,0,0.01989825498926738,3.880756724682845e-4,0,0
2020-10-04,Facebook but no Twitter,1523.2042931162102,38.78904515173945,0,0,0.020391392053400945,4.405849256867429e-4,0,0
2020-10-04,Both Facebook and Twitter,4671.974427994616,113.15746971736205,0,0,0.018051037668603158,3.8972059651821495e-4,0,0
2020-10-04,No Facebook or Twitter,1049.3022222222223,35.29666666666667,0,0,0.022127387087555614,5.177373656963118e-4,0,0
2020-10-04,Twitter but no Facebook,4845.442748091603,122.55725190839695,0,0,0.019989265039653467,3.8964201896381966e-4,0,0
2020-10-05,Facebook but no Twitter,1536.9866765358993,38.89341228719467,0,0,0.02064160774392161,4.427508078130652e-4,0,0
2020-10-05,Both Facebook and Twitter,4705.475100942126,113.38627187079408,0,0,0.018401533482013448,3.916775532222247e-4,0,0
2020-10-05,No Facebook or Twitter,1059.630410654828,35.32408435072142,0,0,0.022474902699635556,5.192152616850995e-4,0,0
2020-10-05,Twitter but no Facebook,4894.618320610687,122.77862595419847,0,0,0.020371281929414682,3.911083015523325e-4,0,0
2020-10-06,Facebook but no Twitter,1547.3375277572168,39.08586232420429,0,0,0.020833573714816145,4.4620950983822777e-4,0,0
2020-10-06,Both Facebook and Twitter,4729.849259757739,113.76581426648721,0,0,0.01859181260072252,3.939039608856641e-4,0,0
2020-10-06,No Facebook or Twitter,1066.8701442841289,35.4472807991121,0,0,0.02271041729283269,5.229934079729403e-4,0,0
2020-10-06,Twitter but no Facebook,4919.480916030534,123.25954198473282,0,0,0.020525088125747385,3.950976909104793e-4,0,0
2020-10-07,Facebook but no Twitter,1559.6454478164324,39.2960769800148,0,0,0.021077190560912434,4.5050779537827014e-4,0,0
2020-10-07,Both Facebook and Twitter,4759.406460296097,114.3257065948856,0,0,0.018796017945549057,3.9630837735256933e-4,0,0
2020-10-07,No Facebook or Twitter,1075.0577136514983,35.64372918978912,0,0,0.02306136731731303,5.314258781848965e-4,0,0
2020-10-07,Twitter but no Facebook,4959.977099236641,123.77862595419847,0,0,0.020728071992987117,3.980950550479204e-4,0,0
2020-10-08,Facebook but no Twitter,1572.9252405625462,39.521095484826056,0,0,0.02133168838504661,4.550605392475324e-4,0,0
2020-10-08,Both Facebook and Twitter,4790.693135935397,114.86541049798116,0,0,0.01901853922609407,3.9912591187355216e-4,0,0
2020-10-08,No Facebook or Twitter,1084.2730299667037,35.801331853496116,0,0,0.023367230194109814,5.379216118824679e-4,0,0
2020-10-08,Twitter but no Facebook,4996.404580152672,124.34351145038168,0,0,0.02099694019001166,4.029476621673767e-4,0,0
2020-10-09,Facebook but no Twitter,1586.9844559585492,39.74463360473723,0,0,0.021638361435801202,4.5924084495288774e-4,0,0
2020-10-09,Both Facebook and Twitter,4823.130551816958,115.34589502018842,0,0,0.019234331249809975,4.010927164319111e-4,0,0
2020-10-09,No Facebook or Twitter,1094.6259711431742,35.97669256381798,0,0,0.02374297865171558,5.457744095658844e-4,0,0
2020-10-09,Twitter but no Facebook,5034.480916030534,124.8854961832061,0,0,0.02128046471869114,4.079582389624578e-4,0,0
2020-10-10,Facebook but no Twitter,1598.9496669133976,39.89489267209474,0,0,0.021908056021634884,4.618907351412657e-4,0,0
2020-10-10,Both Facebook and Twitter,4851.278600269179,115.63526244952894,0,0,0.019510339399333654,4.0326543825942195e-4,0,0
2020-10-10,No Facebook or Twitter,1104.1853496115427,36.107658157602664,0,0,0.024083614864627966,5.507236295343983e-4,0,0
2020-10-10,Twitter but no Facebook,5065.488549618321,125.16793893129771,0,0,0.021482644759148257,4.1009877985733297e-4,0,0
2020-10-11,Facebook but no Twitter,1609.5965951147298,40.004441154700224,0,0,0.02210251509616277,4.640124910832535e-4,0,0
2020-10-11,Both Facebook and Twitter,4877.096904441453,115.8721399730821,0,0,0.019670759401303212,4.040545915805828e-4,0,0
2020-10-11,No Facebook or Twitter,1109.8902439024391,36.13747228381375,0,0,0.024293045238440423,5.520501182160239e-4,0,0
2020-10-11,Twitter but no Facebook,5095.229007633588,125.45038167938931,0,0,0.021643483693259524,4.1083566647871886e-4,0,0
2020-10-12,Facebook but no Twitter,1620.8327165062917,40.091043671354555,0,0,0.022323035546336707,4.6594174045650513e-4,0,0
2020-10-12,Both Facebook and Twitter,4903.2476446837145,116.05652759084792,0,0,0.019839002619960966,4.0541014315569605e-4,0,0
2020-10-12,No Facebook or Twitter,1117.7727272727273,36.20288248337029,0,0,0.024533516010861206,5.558812924037064e-4,0,0
2020-10-12,Twitter but no Facebook,5131.954198473282,125.62595419847328,0,0,0.02186681601808087,4.128755409962267e-4,0,0
2020-10-13,Facebook but no Twitter,1633.2287194670614,40.293856402664694,0,0,0.022521132157891536,4.711537876602623e-4,0,0
2020-10-13,Both Facebook and Twitter,4934.471063257066,116.53566621803499,0,0,0.020093262199001347,4.0760429309250225e-4,0,0
2020-10-13,No Facebook or Twitter,1125.330011074197,36.29457364341085,0,0,0.024777074321304195,5.606375659357184e-4,0,0
2020-10-13,Twitter but no Facebook,5169.633587786259,126.09923664122137,0,0,0.022080944323886995,4.15688948924061e-4,0,0
