fips,STNAME,population
26059,Michigan,45658
26061,Michigan,35126
26063,Michigan,30653
26065,Michigan,290609
26067,Michigan,64553
26069,Michigan,25140
26071,Michigan,11066
26073,Michigan,69504
26075,Michigan,156920
26077,Michigan,265988
26079,Michigan,18003
26081,Michigan,658708
26083,Michigan,2119
26085,Michigan,11587
26087,Michigan,87635
26089,Michigan,21743
26091,Michigan,97808
26093,Michigan,192335
26095,Michigan,6126
26097,Michigan,10839
26099,Michigan,870791
26101,Michigan,24738
26103,Michigan,65834
26105,Michigan,29164
26107,Michigan,43907
26109,Michigan,22608
26111,Michigan,83441
26113,Michigan,15152
26115,Michigan,150568
26117,Michigan,63476
26119,Michigan,9337
26121,Michigan,173883
26123,Michigan,49348
26125,Michigan,1253459
26127,Michigan,26819
26129,Michigan,20923
26131,Michigan,5656
26133,Michigan,23466
26135,Michigan,8368
26137,Michigan,24765
26139,Michigan,294635
26141,Michigan,12665
26143,Michigan,23986
26145,Michigan,189868
26147,Michigan,159293
26149,Michigan,60848
26151,Michigan,40747
26153,Michigan,8104
26155,Michigan,67738
26157,Michigan,52289
26159,Michigan,75474
26161,Michigan,366473
26163,Michigan,1740623
26165,Michigan,33743
27001,Minnesota,15848
27003,Minnesota,359921
27005,Minnesota,34456
27007,Minnesota,47442
27009,Minnesota,40958
27011,Minnesota,4923
27013,Minnesota,68241
27015,Minnesota,24846
27017,Minnesota,35769
27019,Minnesota,106565
27021,Minnesota,29928
27023,Minnesota,11758
27025,Minnesota,56794
27027,Minnesota,64690
27029,Minnesota,9017
27031,Minnesota,5417
27033,Minnesota,11242
27035,Minnesota,65644
27037,Minnesota,431807
27039,Minnesota,20987
27041,Minnesota,38328
27043,Minnesota,13601
27045,Minnesota,21135
27047,Minnesota,30364
27049,Minnesota,46318
27051,Minnesota,6026
27053,Minnesota,1268408
27055,Minnesota,18632
27057,Minnesota,21783
27059,Minnesota,41429
27061,Minnesota,45268
27063,Minnesota,9768
27065,Minnesota,16416
27067,Minnesota,43130
27069,Minnesota,4214
27071,Minnesota,12059
27073,Minnesota,6527
27075,Minnesota,10639
27077,Minnesota,3754
27079,Minnesota,28741
27081,Minnesota,5568
27083,Minnesota,25271
27085,Minnesota,35710
27087,Minnesota,5473
27089,Minnesota,9321
27091,Minnesota,19484
27093,Minnesota,23341
27095,Minnesota,26146
27097,Minnesota,33187
27099,Minnesota,40150
27101,Minnesota,8155
27103,Minnesota,34482
27105,Minnesota,21400
27107,Minnesota,6338
27109,Minnesota,159298
27111,Minnesota,58741
27113,Minnesota,13874
27115,Minnesota,29359
27117,Minnesota,9121
27119,Minnesota,30900
27121,Minnesota,11277
27123,Minnesota,547903
27125,Minnesota,4046
27127,Minnesota,15079
27129,Minnesota,14403
27131,Minnesota,67084
27133,Minnesota,9301
27135,Minnesota,15117
27137,Minnesota,198538
27139,Minnesota,150689
27141,Minnesota,98811
27143,Minnesota,14715
27145,Minnesota,162038
27147,Minnesota,36596
27149,Minnesota,9765
27151,Minnesota,9176
27153,Minnesota,24732
27155,Minnesota,3218
27157,Minnesota,21642
27159,Minnesota,13807
27161,Minnesota,18550
27163,Minnesota,265476
27165,Minnesota,10792
27167,Minnesota,6161
27169,Minnesota,50485
27171,Minnesota,140249
27173,Minnesota,9580
28001,Mississippi,30275
28003,Mississippi,36889
28005,Mississippi,12205
28007,Mississippi,18004
28009,Mississippi,8351
28011,Mississippi,30142
28013,Mississippi,14241
28015,Mississippi,9732
28017,Mississippi,16951
28019,Mississippi,8063
28021,Mississippi,8911
28023,Mississippi,15299
28025,Mississippi,19352
28027,Mississippi,21564
28029,Mississippi,27933
28031,Mississippi,18518
28033,Mississippi,188275
28035,Mississippi,75009
28037,Mississippi,7657
28039,Mississippi,24425
28041,Mississippi,13477
28043,Mississippi,20610
28045,Mississippi,48000
28047,Mississippi,208801
28049,Mississippi,227966
28051,Mississippi,16726
28053,Mississippi,7827
28055,Mississippi,1220
28057,Mississippi,23261
28059,Mississippi,143802
28061,Mississippi,16332
28063,Mississippi,6997
28065,Mississippi,10890
28067,Mississippi,67993
28069,Mississippi,9521
28071,Mississippi,54408
28073,Mississippi,64165
28075,Mississippi,73751
28077,Mississippi,12480
28079,Mississippi,22741
28081,Mississippi,85466
28083,Mississippi,27854
28085,Mississippi,33936
28087,Mississippi,58309
28089,Mississippi,106871
28091,Mississippi,24441
28093,Mississippi,35301
28095,Mississippi,35123
28097,Mississippi,9661
28099,Mississippi,28996
28101,Mississippi,20866
28103,Mississippi,10236
28105,Mississippi,49789
28107,Mississippi,33848
28109,Mississippi,55876
28111,Mississippi,11862
28113,Mississippi,38997
28115,Mississippi,32461
28117,Mississippi,25013
28119,Mississippi,6760
28121,Mississippi,155975
28123,Mississippi,28061
28125,Mississippi,4160
28127,Mississippi,26629
28129,Mississippi,15779
28131,Mississippi,18360
28133,Mississippi,24740
28135,Mississippi,13707
28137,Mississippi,28539
28139,Mississippi,21748
28141,Mississippi,19275
28143,Mississippi,9392
28145,Mississippi,28866
28147,Mississippi,14294
28149,Mississippi,44841
28151,Mississippi,42837
28153,Mississippi,20317
28155,Mississippi,9676
28157,Mississippi,8351
28159,Mississippi,17845
28161,Mississippi,11982
28163,Mississippi,26982
29001,Missouri,25399
29003,Missouri,17586
29005,Missouri,5096
29007,Missouri,24835
29009,Missouri,35818
29011,Missouri,11592
29013,Missouri,16242
29015,Missouri,19627
29017,Missouri,12111
29019,Missouri,182991
29021,Missouri,86530
29023,Missouri,42178
29025,Missouri,9051
29027,Missouri,44887
29029,Missouri,46414
29031,Missouri,79512
29033,Missouri,8554
29035,Missouri,5991
29037,Missouri,106806
29039,Missouri,14322
29041,Missouri,7360
29043,Missouri,90655
29045,Missouri,6830
29047,Missouri,253463
29049,Missouri,20553
29051,Missouri,76191
29053,Missouri,17102
29055,Missouri,23739
29057,Missouri,7568
29059,Missouri,17219
29061,Missouri,8283
29063,Missouri,10944
29065,Missouri,15481
29067,Missouri,13344
29069,Missouri,28878
29071,Missouri,104469
29073,Missouri,14566
29075,Missouri,6484
29077,Missouri,294997
29079,Missouri,9595
29081,Missouri,8321
29083,Missouri,22076
29085,Missouri,9586
29087,Missouri,4232
29089,Missouri,10001
29091,Missouri,40262
29093,Missouri,10098
29095,Missouri,705925
29097,Missouri,121648
29099,Missouri,226543
29101,Missouri,54219
29103,Missouri,3940
29105,Missouri,35895
29107,Missouri,33006
29109,Missouri,38175
29111,Missouri,9810
29113,Missouri,60119
29115,Missouri,11830
29117,Missouri,14413
29119,Missouri,22900
29121,Missouri,15095
29123,Missouri,12113
29125,Missouri,8795
29127,Missouri,28423
29129,Missouri,3558
29131,Missouri,25791
29133,Missouri,12691
29135,Missouri,15585
29137,Missouri,8672
29139,Missouri,11294
29141,Missouri,20716
29143,Missouri,16693
29145,Missouri,58451
29147,Missouri,21743
29149,Missouri,10411
29151,Missouri,13535
29153,Missouri,9083
29155,Missouri,15600
29157,Missouri,19194
29159,Missouri,42490
29161,Missouri,44414
29163,Missouri,17552
29165,Missouri,106532
29167,Missouri,32490
29169,Missouri,52709
29171,Missouri,4688
29173,Missouri,10299
29175,Missouri,24409
29177,Missouri,22915
29179,Missouri,6198
29181,Missouri,13300
29183,Missouri,406204
29185,Missouri,9689
29186,Missouri,17924
29187,Missouri,66485
29189,Missouri,994020
29195,Missouri,22858
29197,Missouri,4534
29199,Missouri,4871
29201,Missouri,38288
29203,Missouri,8203
29205,Missouri,5919
29207,Missouri,29001
29209,Missouri,32465
29211,Missouri,6033
29213,Missouri,56104
29215,Missouri,25112
29217,Missouri,20388
29219,Missouri,36594
29221,Missouri,24604
29223,Missouri,12769
29225,Missouri,39859
29227,Missouri,1953
29229,Missouri,18325
29510,Missouri,297645
30001,Montana,9483
30003,Montana,13063
30005,Montana,6568
30007,Montana,6444
30009,Montana,10921
30011,Montana,1235
30013,Montana,81346
30015,Montana,5699
30017,Montana,11292
30019,Montana,1638
30021,Montana,8555
30023,Montana,9204
30025,Montana,2826
30027,Montana,11104
30029,Montana,105851
30031,Montana,116806
30033,Montana,1268
30035,Montana,13594
30037,Montana,827
30039,Montana,3317
30041,Montana,16358
30043,Montana,12360
30045,Montana,1994
30047,Montana,30986
30049,Montana,70229
30051,Montana,2369
30053,Montana,20343
30055,Montana,1648
30057,Montana,8959
30059,Montana,1831
30061,Montana,4544
30063,Montana,121630
30065,Montana,4669
30067,Montana,16760
30069,Montana,500
30071,Montana,3919
30073,Montana,5782
30075,Montana,1681
30077,Montana,6817
30079,Montana,1067
30081,Montana,45002
30083,Montana,11043
30085,Montana,10964
30087,Montana,8836
30089,Montana,12157
30091,Montana,3261
30093,Montana,35180
30095,Montana,9888
30097,Montana,3684
30099,Montana,6249
30101,Montana,4686
30103,Montana,695
30105,Montana,7359
30107,Montana,2157
30109,Montana,939
30111,Montana,162990
31001,Nebraska,31321
31003,Nebraska,6264
31005,Nebraska,466
31007,Nebraska,786
31009,Nebraska,457
31011,Nebraska,5096
31013,Nebraska,10696
31015,Nebraska,1860
31017,Nebraska,2981
31019,Nebraska,50114
31021,Nebraska,6477
31023,Nebraska,7960
31025,Nebraska,26232
31027,Nebraska,8414
31029,Nebraska,3840
31031,Nebraska,5781
31033,Nebraska,9111
31035,Nebraska,6216
31037,Nebraska,10587
31039,Nebraska,8798
31041,Nebraska,10626
31043,Nebraska,20070
31045,Nebraska,8361
31047,Nebraska,23510
31049,Nebraska,1793
31051,Nebraska,5596
31053,Nebraska,36222
31055,Nebraska,574332
31057,Nebraska,1671
31059,Nebraska,5519
31061,Nebraska,2940
31063,Nebraska,2587
31065,Nebraska,4653
31067,Nebraska,21431
31069,Nebraska,1847
31071,Nebraska,1956
31073,Nebraska,1986
31075,Nebraska,630
31077,Nebraska,2319
31079,Nebraska,61028
31081,Nebraska,9237
31083,Nebraska,3311
31085,Nebraska,916
31087,Nebraska,2773
31089,Nebraska,9956
31091,Nebraska,647
31093,Nebraska,6488
31095,Nebraska,7099
31097,Nebraska,5057
31099,Nebraska,6652
31101,Nebraska,7983
31103,Nebraska,759
31105,Nebraska,3495
31107,Nebraska,8304
31109,Nebraska,320650
31111,Nebraska,34347
31113,Nebraska,747
31115,Nebraska,650
31117,Nebraska,474
31119,Nebraska,34813
31121,Nebraska,7809
31123,Nebraska,4625
31125,Nebraska,3532
31127,Nebraska,7044
31129,Nebraska,4134
31131,Nebraska,15965
31133,Nebraska,2601
31135,Nebraska,2867
31137,Nebraska,9006
31139,Nebraska,7184
31141,Nebraska,33364
31143,Nebraska,5201
31145,Nebraska,10627
31147,Nebraska,7791
31149,Nebraska,1377
31151,Nebraska,13987
31153,Nebraska,188856
31155,Nebraska,21927
31157,Nebraska,35299
31159,Nebraska,17186
31161,Nebraska,5150
31163,Nebraska,2986
31165,Nebraska,1200
31167,Nebraska,5880
31169,Nebraska,4887
31171,Nebraska,739
31173,Nebraska,7220
31175,Nebraska,4103
31177,Nebraska,20901
31179,Nebraska,9492
31181,Nebraska,3419
31183,Nebraska,790
31185,Nebraska,13511
32001,Nevada,25363
32003,Nevada,2315963
32005,Nevada,49088
32007,Nevada,53006
32009,Nevada,886
32011,Nevada,2065
32013,Nevada,16962
32015,Nevada,5514
32017,Nevada,5159
32019,Nevada,58319
32021,Nevada,4518
32023,Nevada,48054
32027,Nevada,6573
32029,Nevada,4207
32031,Nevada,477082
32033,Nevada,9466
32510,Nevada,56034
33001,New Hampshire,61551
33003,New Hampshire,49167
33005,New Hampshire,76228
33007,New Hampshire,31174
33009,New Hampshire,90691
33011,New Hampshire,418735
33013,New Hampshire,152622
33015,New Hampshire,311307
33017,New Hampshire,131533
33019,New Hampshire,43267
34001,New Jersey,262945
34003,New Jersey,930394
34005,New Jersey,446596
34007,New Jersey,506809
34009,New Jersey,91546
34011,New Jersey,147008
34013,New Jersey,800501
34015,New Jersey,293245
34017,New Jersey,671666
34019,New Jersey,124797
34021,New Jersey,367239
34023,New Jersey,822736
34025,New Jersey,618381
34027,New Jersey,491087
34029,New Jersey,614237
34031,New Jersey,500382
34033,New Jersey,62451
34035,New Jersey,329331
34037,New Jersey,140002
34039,New Jersey,555394
34041,New Jersey,105624
35001,New Mexico,681666
35003,New Mexico,3623
35005,New Mexico,64711
35006,New Mexico,26354
35007,New Mexico,11927
35009,New Mexico,48793
35011,New Mexico,1673
35013,New Mexico,221262
35015,New Mexico,58418
35017,New Mexico,27007
35019,New Mexico,4275
35021,New Mexico,638
35023,New Mexico,4106
35025,New Mexico,71830
35027,New Mexico,19939
35028,New Mexico,19462
35029,New Mexico,23905
35031,New Mexico,70824
35033,New Mexico,4478
35035,New Mexico,67967
35037,New Mexico,8197
35039,New Mexico,38521
35041,New Mexico,18350
35043,New Mexico,148904
35045,New Mexico,123312
35047,New Mexico,27144
35049,New Mexico,151946
35051,New Mexico,10867
35053,New Mexico,16541
35055,New Mexico,32593
35057,New Mexico,15486
35059,New Mexico,4026
35061,New Mexico,77574
36001,New York,303654
36003,New York,45587
36005,New York,1401142
36007,New York,189420
36009,New York,75863
36011,New York,76029
36013,New York,126032
36015,New York,82622
36017,New York,46730
36019,New York,79778
36021,New York,59534
36023,New York,47173
36025,New York,43938
36027,New York,293293
36029,New York,917241
36031,New York,36891
36033,New York,49965
36035,New York,52812
36037,New York,56994
36039,New York,47177
36041,New York,4345
36043,New York,60945
36045,New York,108095
36047,New York,2538934
36049,New York,26187
36051,New York,62398
36053,New York,70478
36055,New York,740900
36057,New York,49170
36059,New York,1351334
36061,New York,1611989
36063,New York,208396
36065,New York,227346
36067,New York,459214
36069,New York,110091
36071,New York,385234
36073,New York,39978
36075,New York,116346
36077,New York,58701
36079,New York,98532
36081,New York,2225821
36083,New York,158108
36085,New York,475327
36087,New York,326225
36089,New York,107185
36091,New York,230298
36093,New York,155358
36095,New York,31132
36097,New York,17685
36099,New York,33991
36101,New York,94657
36103,New York,1474273
36105,New York,75802
36107,New York,47904
36109,New York,101058
36111,New York,177716
36113,New York,63756
36115,New York,60606
36117,New York,89339
36119,New York,965802
36121,New York,39465
36123,New York,24780
37001,North Carolina,171346
37003,North Carolina,37441
37005,North Carolina,11194
37007,North Carolina,24097
37009,North Carolina,27166
37011,North Carolina,17571
37013,North Carolina,47073
37015,North Carolina,18712
37017,North Carolina,32911
37019,North Carolina,149039
37021,North Carolina,263477
37023,North Carolina,90418
37025,North Carolina,221479
37027,North Carolina,82100
37029,North Carolina,10984
37031,North Carolina,69558
37033,North Carolina,22443
37035,North Carolina,160307
37037,North Carolina,75748
37039,North Carolina,29073
37041,North Carolina,13815
37043,North Carolina,11505
37045,North Carolina,99035
37047,North Carolina,54754
37049,North Carolina,101233
37051,North Carolina,336364
37053,North Carolina,29052
37055,North Carolina,37547
37057,North Carolina,169234
37059,North Carolina,43286
37061,North Carolina,58794
37063,North Carolina,327306
37065,North Carolina,50829
37067,North Carolina,383843
37069,North Carolina,71859
37071,North Carolina,226568
37073,North Carolina,11464
37075,North Carolina,8474
37077,North Carolina,60486
37079,North Carolina,20928
37081,North Carolina,540521
37083,North Carolina,49479
37085,North Carolina,137058
37087,North Carolina,62972
37089,North Carolina,118445
37091,North Carolina,23108
37093,North Carolina,55830
37095,North Carolina,4843
37097,North Carolina,185770
37099,North Carolina,44033
37101,North Carolina,216246
37103,North Carolina,9250
37105,North Carolina,62353
37107,North Carolina,55720
37109,North Carolina,88097
37111,North Carolina,45782
37113,North Carolina,35994
37115,North Carolina,21740
37117,North Carolina,22178
37119,North Carolina,1128945
37121,North Carolina,14881
37123,North Carolina,27238
37125,North Carolina,103352
37127,North Carolina,94859
37129,North Carolina,236613
37131,North Carolina,19088
37133,North Carolina,203943
37135,North Carolina,149077
37137,North Carolina,12715
37139,North Carolina,40372
37141,North Carolina,64671
37143,North Carolina,13667
37145,North Carolina,39925
37147,North Carolina,182924
37149,North Carolina,21030
37151,North Carolina,144557
37153,North Carolina,44332
37155,North Carolina,129999
37157,North Carolina,91285
37159,North Carolina,142495
37161,North Carolina,67076
37163,North Carolina,63382
37165,North Carolina,34637
37167,North Carolina,63239
37169,North Carolina,45743
37171,North Carolina,71683
37173,North Carolina,14179
37175,North Carolina,34498
37177,North Carolina,3774
37179,North Carolina,244562
37181,North Carolina,44718
37183,North Carolina,1132271
37185,North Carolina,19522
37187,North Carolina,11485
37189,North Carolina,56441
37191,North Carolina,123967
37193,North Carolina,68043
37195,North Carolina,81979
37197,North Carolina,37625
37199,North Carolina,18099
38001,North Dakota,2188
38003,North Dakota,10402
38005,North Dakota,6762
38007,North Dakota,890
38009,North Dakota,6287
38011,North Dakota,2986
38013,North Dakota,2118
38015,North Dakota,96212
38017,North Dakota,183904
38019,North Dakota,3713
38021,North Dakota,4705
38023,North Dakota,2277
38025,North Dakota,4465
38027,North Dakota,2179
38029,North Dakota,3187
38031,North Dakota,3165
38033,North Dakota,1737
38035,North Dakota,69481
38037,North Dakota,2215
38039,North Dakota,2207
38041,North Dakota,2438
38043,North Dakota,2458
38045,North Dakota,4033
38047,North Dakota,1880
38049,North Dakota,5695
38051,North Dakota,2440
38053,North Dakota,15242
38055,North Dakota,9416
38057,North Dakota,8174
38059,North Dakota,31503
38061,North Dakota,10502
38063,North Dakota,2789
38065,North Dakota,1926
38067,North Dakota,6658
38069,North Dakota,3928
38071,North Dakota,11388
38073,North Dakota,5173
38075,North Dakota,2283
38077,North Dakota,16156
38079,North Dakota,14165
38081,North Dakota,3913
38083,North Dakota,1275
38085,North Dakota,4173
38087,North Dakota,747
38089,North Dakota,32107
38091,North Dakota,1890
38093,North Dakota,20498
38095,North Dakota,2108
38097,North Dakota,7959
38099,North Dakota,10437
38101,North Dakota,68466
38103,North Dakota,3709
38105,North Dakota,38700
39001,Ohio,27531
39003,Ohio,101980
39005,Ohio,53362
39007,Ohio,96513
39009,Ohio,65481
39011,Ohio,45680
39013,Ohio,65932
39015,Ohio,43414
39017,Ohio,385648
39019,Ohio,26897
39021,Ohio,38960
39023,Ohio,133593
39025,Ohio,207449
39027,Ohio,41921
39029,Ohio,101118
39031,Ohio,36449
39033,Ohio,41338
39035,Ohio,1227883
39037,Ohio,51205
39039,Ohio,37778
39041,Ohio,213554
39043,Ohio,73719
39045,Ohio,159709
39047,Ohio,28579
39049,Ohio,1324624
39051,Ohio,41889
39053,Ohio,29802
39055,Ohio,93271
39057,Ohio,170122
39059,Ohio,38779
39061,Ohio,817985
39063,Ohio,75407
39065,Ohio,31469
39067,Ohio,15014
39069,Ohio,26904
39071,Ohio,43304
39073,Ohio,28095
39075,Ohio,44004
39077,Ohio,57979
39079,Ohio,32493
39081,Ohio,64939
39083,Ohio,62423
39085,Ohio,229569
39087,Ohio,59091
39089,Ohio,178100
39091,Ohio,45326
39093,Ohio,312172
39095,Ohio,428294
39097,Ohio,44559
39099,Ohio,226075
39101,Ohio,64820
39103,Ohio,180912
39105,Ohio,22678
39107,Ohio,41274
39109,Ohio,107516
39111,Ohio,13586
39113,Ohio,531610
39115,Ohio,14305
39117,Ohio,35411
39119,Ohio,86020
39121,Ohio,14364
39123,Ohio,40253
39125,Ohio,18648
39127,Ohio,36215
39129,Ohio,58658
39131,Ohio,27695
39133,Ohio,162583
39135,Ohio,40836
39137,Ohio,33654
39139,Ohio,120891
39141,Ohio,76420
39143,Ohio,58351
39145,Ohio,74347
39147,Ohio,54938
39149,Ohio,48337
39151,Ohio,369772
39153,Ohio,538866
39155,Ohio,196800
39157,Ohio,91776
39159,Ohio,60021
39161,Ohio,28159
39163,Ohio,12972
39165,Ohio,238412
39167,Ohio,59652
39169,Ohio,115694
39171,Ohio,36565
39173,Ohio,131113
39175,Ohio,21711
40001,Oklahoma,21955
40003,Oklahoma,5718
40005,Oklahoma,13912
40007,Oklahoma,5207
40009,Oklahoma,21468
40011,Oklahoma,9447
40013,Oklahoma,48998
40015,Oklahoma,28684
40017,Oklahoma,153192
40019,Oklahoma,48353
40021,Oklahoma,49019
40023,Oklahoma,14646
40025,Oklahoma,2145
40027,Oklahoma,287066
40029,Oklahoma,5587
40031,Oklahoma,121099
40033,Oklahoma,5676
40035,Oklahoma,14194
40037,Oklahoma,71485
40039,Oklahoma,28648
40041,Oklahoma,43136
40043,Oklahoma,4815
40045,Oklahoma,3830
40047,Oklahoma,60869
40049,Oklahoma,27691
40051,Oklahoma,55906
40053,Oklahoma,4372
40055,Oklahoma,5704
40057,Oklahoma,2557
40059,Oklahoma,3611
40061,Oklahoma,12652
40063,Oklahoma,13126
40065,Oklahoma,24305
40067,Oklahoma,5949
40069,Oklahoma,10824
40071,Oklahoma,43274
40073,Oklahoma,15806
40075,Oklahoma,8741
40077,Oklahoma,10132
40079,Oklahoma,49935
40081,Oklahoma,35045
40083,Oklahoma,48777
40085,Oklahoma,10230
40087,Oklahoma,41348
40089,Oklahoma,32772
40091,Oklahoma,19635
40093,Oklahoma,7579
40095,Oklahoma,17114
40097,Oklahoma,41152
40099,Oklahoma,13955
40101,Oklahoma,67610
40103,Oklahoma,11113
40105,Oklahoma,10076
40107,Oklahoma,11765
40109,Oklahoma,804041
40111,Oklahoma,38234
40113,Oklahoma,46642
40115,Oklahoma,30879
40117,Oklahoma,16381
40119,Oklahoma,81755
40121,Oklahoma,43679
40123,Oklahoma,38397
40125,Oklahoma,72998
40127,Oklahoma,10970
40129,Oklahoma,3570
40131,Oklahoma,93155
40133,Oklahoma,24248
40135,Oklahoma,41538
40137,Oklahoma,43100
40139,Oklahoma,19997
40141,Oklahoma,7229
40143,Oklahoma,657589
40145,Oklahoma,82925
40147,Oklahoma,52222
40149,Oklahoma,10830
40151,Oklahoma,8687
40153,Oklahoma,19812
41001,Oregon,16284
41003,Oregon,93239
41005,Oregon,421596
41007,Oregon,40423
41009,Oregon,52876
41011,Oregon,64711
41013,Oregon,25105
41015,Oregon,23305
41017,Oregon,201769
41019,Oregon,111364
41021,Oregon,1975
41023,Oregon,7180
41025,Oregon,7373
41027,Oregon,23280
41029,Oregon,221844
41031,Oregon,24856
41033,Oregon,88053
41035,Oregon,68739
41037,Oregon,7949
41039,Oregon,382986
41041,Oregon,50583
41043,Oregon,131054
41045,Oregon,30983
41047,Oregon,349204
41049,Oregon,11700
41051,Oregon,815637
41053,Oregon,87744
41055,Oregon,1801
41057,Oregon,27442
41059,Oregon,77752
41061,Oregon,26551
41063,Oregon,7181
41065,Oregon,26403
41067,Oregon,603514
41069,Oregon,1387
41071,Oregon,107664
42001,Pennsylvania,102742
42003,Pennsylvania,1211358
42005,Pennsylvania,64162
42007,Pennsylvania,162575
42009,Pennsylvania,47817
42011,Pennsylvania,421017
42013,Pennsylvania,121007
42015,Pennsylvania,60221
42017,Pennsylvania,627987
42019,Pennsylvania,189135
42021,Pennsylvania,128672
42023,Pennsylvania,4330
42025,Pennsylvania,64081
42027,Pennsylvania,161496
42029,Pennsylvania,526759
42031,Pennsylvania,38305
42033,Pennsylvania,78612
42035,Pennsylvania,37957
42037,Pennsylvania,64842
42039,Pennsylvania,83697
42041,Pennsylvania,255857
42043,Pennsylvania,279874
42045,Pennsylvania,566753
42047,Pennsylvania,29607
42049,Pennsylvania,268426
42051,Pennsylvania,128126
42053,Pennsylvania,6965
42055,Pennsylvania,155637
42057,Pennsylvania,14501
42059,Pennsylvania,35621
42061,Pennsylvania,44590
42063,Pennsylvania,83664
42065,Pennsylvania,43108
42067,Pennsylvania,24619
42069,Pennsylvania,208989
42071,Pennsylvania,546192
42073,Pennsylvania,85083
42075,Pennsylvania,141663
42077,Pennsylvania,370802
42079,Pennsylvania,316982
42081,Pennsylvania,113209
42083,Pennsylvania,40333
42085,Pennsylvania,108545
42087,Pennsylvania,46064
42089,Pennsylvania,170154
42091,Pennsylvania,833869
42093,Pennsylvania,18042
42095,Pennsylvania,305892
42097,Pennsylvania,90258
42099,Pennsylvania,46212
42101,Pennsylvania,1578487
42103,Pennsylvania,56072
42105,Pennsylvania,16453
42107,Pennsylvania,140709
42109,Pennsylvania,40317
42111,Pennsylvania,72916
42113,Pennsylvania,5913
42115,Pennsylvania,40006
42117,Pennsylvania,40381
42119,Pennsylvania,44294
42121,Pennsylvania,50328
42123,Pennsylvania,38911
42125,Pennsylvania,206803
42127,Pennsylvania,51163
42129,Pennsylvania,347087
42131,Pennsylvania,26557
42133,Pennsylvania,450448
44001,Rhode Island,48350
44003,Rhode Island,164646
44005,Rhode Island,81836
44007,Rhode Island,636547
44009,Rhode Island,125746
45001,South Carolina,24404
45003,South Carolina,172895
45005,South Carolina,8331
45007,South Carolina,204353
45009,South Carolina,13906
45011,South Carolina,20805
45013,South Carolina,195656
45015,South Carolina,235987
45017,South Carolina,14554
45019,South Carolina,417981
45021,South Carolina,57316
45023,South Carolina,32232
45025,South Carolina,45606
45027,South Carolina,33415
45029,South Carolina,37481
45031,South Carolina,66509
45033,South Carolina,30367
45035,South Carolina,165737
45037,South Carolina,27120
45039,South Carolina,22059
45041,South Carolina,137588
45043,South Carolina,63353
45045,South Carolina,532486
45047,South Carolina,71074
45049,South Carolina,18053
45051,South Carolina,365449
45053,South Carolina,31588
45055,South Carolina,67472
45057,South Carolina,100926
45059,South Carolina,67883
45061,South Carolina,16701
45063,South Carolina,303946
45065,South Carolina,9430
45067,South Carolina,30158
45069,South Carolina,25581
45071,South Carolina,38445
45073,South Carolina,80015
45075,South Carolina,85343
45077,South Carolina,127983
45079,South Carolina,419051
45081,South Carolina,20315
45083,South Carolina,326205
45085,South Carolina,106360
45087,South Carolina,26991
45089,South Carolina,29825
45091,South Carolina,289105
46003,South Dakota,2730
46005,South Dakota,18513
46007,South Dakota,3399
46009,South Dakota,6848
46011,South Dakota,35603
46013,South Dakota,38738
46015,South Dakota,5254
46017,South Dakota,1956
46019,South Dakota,10538
46021,South Dakota,1380
46023,South Dakota,9262
46025,South Dakota,3802
46027,South Dakota,14246
46029,South Dakota,28186
46031,South Dakota,4031
46033,South Dakota,9017
46035,South Dakota,19812
46037,South Dakota,5345
46039,South Dakota,4346
46041,South Dakota,5789
46043,South Dakota,2906
46045,South Dakota,3817
46047,South Dakota,6708
46049,South Dakota,2306
46051,South Dakota,7000
46053,South Dakota,4219
46055,South Dakota,1861
46057,South Dakota,6234
46059,South Dakota,3127
46061,South Dakota,3489
46063,South Dakota,1311
46065,South Dakota,17336
46067,South Dakota,7282
46069,South Dakota,1281
46071,South Dakota,3321
46073,South Dakota,1985
46075,South Dakota,938
46077,South Dakota,4987
46079,South Dakota,12488
46081,South Dakota,26221
46083,South Dakota,63019
46085,South Dakota,3797
46087,South Dakota,5520
46089,South Dakota,2363
46091,South Dakota,4884
46093,South Dakota,28588
46095,South Dakota,2089
46097,South Dakota,2202
46099,South Dakota,196659
46101,South Dakota,6525
46102,South Dakota,14070
46103,South Dakota,115926
46105,South Dakota,2832
46107,South Dakota,2163
46109,South Dakota,10331
46111,South Dakota,2322
46115,South Dakota,6319
46117,South Dakota,3121
46119,South Dakota,1391
46121,South Dakota,10313
46123,South Dakota,5377
46125,South Dakota,8368
46127,South Dakota,16192
46129,South Dakota,5336
46135,South Dakota,22742
46137,South Dakota,2656
47001,Tennessee,77558
47003,Tennessee,50179
47005,Tennessee,16131
47007,Tennessee,15223
47009,Tennessee,134751
47011,Tennessee,109071
47013,Tennessee,39837
47015,Tennessee,14847
47017,Tennessee,27779
47019,Tennessee,56418
47021,Tennessee,41101
47023,Tennessee,17432
47025,Tennessee,32023
47027,Tennessee,7629
47029,Tennessee,36225
47031,Tennessee,57632
47033,Tennessee,14180
47035,Tennessee,61603
47037,Tennessee,694176
47039,Tennessee,11601
47041,Tennessee,20837
47043,Tennessee,54376
47045,Tennessee,36693
47047,Tennessee,41620
47049,Tennessee,18787
47051,Tennessee,42485
47053,Tennessee,49159
47055,Tennessee,29530
47057,Tennessee,23565
47059,Tennessee,69571
